time,loc,locOrig
12-May-2021 02:55:00,"באר שבע","באר שבע - מערב"
12-May-2021 02:55:00,"באר שבע","באר שבע - צפון"
12-May-2021 02:55:00,"שגב-שלום","שגב שלום והפזורה"
12-May-2021 02:52:00,"באר שבע","באר שבע - צפון"
12-May-2021 02:52:00,"חצרים","חצרים"
12-May-2021 02:51:00,"הרצלייה","הרצליה - פיתוח"
12-May-2021 02:51:00,"תל אביב","תל אביב - עבר הירקון"
12-May-2021 02:51:00,"דימונה","אבו-תלול והפזורה"
12-May-2021 02:51:00,"רמת השרון","רמת השרון"
12-May-2021 02:51:00,"מתחם פי גלילות","מתחם פי גלילות"
12-May-2021 02:51:00,"נבטים","נבטים"
12-May-2021 02:51:00,"באר שבע","באר שבע - דרום"
12-May-2021 02:51:00,"ואדי אל נעם","ואדי אל נעם"
12-May-2021 02:51:00,"באר שבע","באר שבע - מערב"
12-May-2021 02:51:00,"באר שבע","באר שבע - מזרח"
12-May-2021 02:51:00,"גילת","גילת"
12-May-2021 02:51:00,"ניר צבי","ניר צבי"
12-May-2021 02:51:00,"רמלה","אזור תעשייה נשר - רמלה"
12-May-2021 02:51:00,"בן זכאי","בן זכאי"
12-May-2021 02:51:00,"בית גמליאל","בית גמליאל"
12-May-2021 02:51:00,"כפר הנגיד","כפר הנגיד"
12-May-2021 02:51:00,"לקיה","לקיה והפזורה"
12-May-2021 02:51:00,"גאליה","גאליה"
12-May-2021 02:51:00,"יבנה","יבנה"
12-May-2021 02:51:00,"ראשון לציון","תעשיון צריפין"
12-May-2021 02:51:00,"מעון צופיה","מעון צופיה"
12-May-2021 02:51:00,"באר יעקב","באר יעקב"
12-May-2021 02:51:00,"רמלה","רמלה"
12-May-2021 02:51:00,"בניה","בניה"
12-May-2021 02:51:00,"תראבין א-צאנע ופזורה","תראבין א-צאנע ופזורה"
12-May-2021 02:51:00,"אשל הנשיא","אשל הנשיא"
12-May-2021 02:51:00,"תפרח","תפרח"
12-May-2021 02:51:00,"שגב-שלום","שגב שלום והפזורה"
12-May-2021 02:51:00,"אשדוד","אשדוד - אזור תעשייה צפוני ונ"
12-May-2021 02:51:00,"משגב דב","משגב דב"
12-May-2021 02:51:00,"עשרת","עשרת"
12-May-2021 02:51:00,"קבוצת יבנה","קבוצת יבנה"
12-May-2021 02:51:00,"כפר אביב","כפר אביב"
12-May-2021 02:51:00,"תל שבע","תל שבע"
12-May-2021 02:51:00,"כרם ביבנה","כרם ביבנה"
12-May-2021 02:51:00,"כפר מרדכי","כפר מרדכי"
12-May-2021 02:51:00,"שדמה","שדמה"
12-May-2021 02:51:00,"גבעת וושינגטון","גבעת וושינגטון"
12-May-2021 02:51:00,"עומר","עומר"
12-May-2021 02:51:00,"אזור תעשייה עידן הנגב","אזור תעשייה עידן הנגב"
12-May-2021 02:51:00,"בית חנן","בית חנן"
12-May-2021 02:51:00,"שובל","שובל"
12-May-2021 02:51:00,"רהט","רהט והפזורה"
12-May-2021 02:51:00,"אחוזם","אחוזם"
12-May-2021 02:51:00,"צאלים","צאלים"
12-May-2021 02:51:00,"ערד","ערד"
12-May-2021 02:51:00,"בית קמה","בית קמה"
12-May-2021 02:50:00,"מגן","מגן"
12-May-2021 02:50:00,"אורים","אורים"
12-May-2021 02:50:00,"עין הבשור","עין הבשור"
12-May-2021 02:50:00,"ואדי אל נעם","ואדי אל נעם"
12-May-2021 02:50:00,"חצרים","חצרים"
12-May-2021 02:50:00,"באר שבע","באר שבע - דרום"
12-May-2021 02:50:00,"באר שבע","באר שבע - מערב"
12-May-2021 02:50:00,"באר שבע","באר שבע - צפון"
12-May-2021 02:50:00,"באר שבע","באר שבע - מזרח"
12-May-2021 02:50:00,"מסלול","מסלול"
12-May-2021 02:50:00,"קרית חינוך מרחבים","קרית חינוך מרחבים"
12-May-2021 02:50:00,"שוהם","שהם"
12-May-2021 02:50:00,"רנן","רנן"
12-May-2021 02:50:00,"הרצלייה","הרצליה - מרכז וגליל ים"
12-May-2021 02:50:00,"רמת השרון","רמת השרון"
12-May-2021 02:50:00,"גילת","גילת"
12-May-2021 02:50:00,"אשל הנשיא","אשל הנשיא"
12-May-2021 02:50:00,"הוד השרון","הוד השרון"
12-May-2021 02:50:00,"פדויים","פדויים"
12-May-2021 02:50:00,"כפר סבא","כפר סבא"
12-May-2021 02:50:00,"גבעת חן","גבעת חן"
12-May-2021 02:50:00,"רעננה","רעננה"
12-May-2021 02:50:00,"תפרח","תפרח"
12-May-2021 02:50:00,"אופקים","אופקים"
12-May-2021 02:50:00,"גן חיים","גן חיים"
12-May-2021 02:50:00,"כפר מל''ל","כפר מל''ל"
12-May-2021 02:50:00,"בטחה","בטחה"
12-May-2021 02:50:00,"גבעות בר","גבעות בר"
12-May-2021 02:50:00,"בית גמליאל","בית גמליאל"
12-May-2021 02:50:00,"דימונה","דימונה"
12-May-2021 02:50:00,"משמר השבעה","משמר השבעה"
12-May-2021 02:50:00,"טירת יהודה","טירת יהודה"
12-May-2021 02:50:00,"נטעים","גן שורק"
12-May-2021 02:50:00,"בני עטרות","בני עטרות"
12-May-2021 02:50:00,"גבעת כ''ח","גבעת כ''ח"
12-May-2021 02:50:00,"רינתיה","רינתיה"
12-May-2021 02:50:00,"בן זכאי","בן זכאי"
12-May-2021 02:50:00,"אחיעזר","אחיעזר"
12-May-2021 02:50:00,"להבים","להבים"
12-May-2021 02:50:00,"מעון צופיה","מעון צופיה"
12-May-2021 02:50:00,"דימונה","אזור תעשייה דימונה"
12-May-2021 02:50:00,"לקיה","כרמית"
12-May-2021 02:50:00,"לוד","לוד"
12-May-2021 02:50:00,"נס ציונה","נס ציונה"
12-May-2021 02:50:00,"בית עריף","בית עריף"
12-May-2021 02:50:00,"יבנה","יבנה"
12-May-2021 02:50:00,"כפר טרומן","כפר טרומן"
12-May-2021 02:50:00,"רחובות","רחובות"
12-May-2021 02:50:00,"תראבין א-צאנע ופזורה","תראבין א-צאנע ופזורה"
12-May-2021 02:50:00,"ברקת","ברקת"
12-May-2021 02:50:00,"משמר הנגב","משמר הנגב"
12-May-2021 02:50:00,"קצר-א-סיר והפזורה","קצר-א-סיר והפזורה"
12-May-2021 02:50:00,"זיתן","זיתן"
12-May-2021 02:50:00,"כפר הנגיד","כפר הנגיד"
12-May-2021 02:50:00,"דימונה","אבו קרינאת והפזורה"
12-May-2021 02:50:00,"גאליה","גאליה"
12-May-2021 02:50:00,"נטעים","נטעים"
12-May-2021 02:50:00,"יגל","יגל"
12-May-2021 02:50:00,"בניה","בניה"
12-May-2021 02:50:00,"גנות","גנות"
12-May-2021 02:50:00,"יהוד-מונוסון","יהוד-מונוסון"
12-May-2021 02:50:00,"חורה","חורה"
12-May-2021 02:50:00,"כסיפה","כוחלה מכחול"
12-May-2021 02:50:00,"מבטחים","מבטחים עמיעוז ישע"
12-May-2021 02:50:00,"צוחר ואוהד","צוחר ואוהד"
12-May-2021 02:50:00,"מתחם צומת שוקת","מתחם צומת שוקת"
12-May-2021 02:50:00,"שדה ניצן","שדה ניצן"
12-May-2021 02:49:00,"כסיפה","כסייפה והפזורה"
12-May-2021 02:49:00,"כסיפה","דריג'את, תל ערד ואל פורה"
12-May-2021 02:49:00,"נבטים","נבטים"
12-May-2021 02:49:00,"דימונה","אבו-תלול והפזורה"
12-May-2021 02:49:00,"שגב-שלום","שגב שלום והפזורה"
12-May-2021 02:49:00,"תל שבע","אום בטין והפזורה"
12-May-2021 02:49:00,"עומר","עומר"
12-May-2021 02:49:00,"תפרח","תפרח"
12-May-2021 02:49:00,"באר שבע","באר שבע - מערב"
12-May-2021 02:49:00,"קרית חינוך מרחבים","קרית חינוך מרחבים"
12-May-2021 02:49:00,"באר שבע","באר שבע - דרום"
12-May-2021 02:49:00,"רנן","רנן"
12-May-2021 02:49:00,"פדויים","פדויים"
12-May-2021 02:49:00,"לקיה","לקיה והפזורה"
12-May-2021 02:49:00,"גילת","גילת"
12-May-2021 02:49:00,"ואדי אל נעם","ואדי אל נעם"
12-May-2021 02:49:00,"באר שבע","באר שבע - מזרח"
12-May-2021 02:49:00,"אשל הנשיא","אשל הנשיא"
12-May-2021 02:49:00,"אופקים","אופקים"
12-May-2021 02:49:00,"חצרים","חצרים"
12-May-2021 02:49:00,"תל שבע","תל שבע"
12-May-2021 02:49:00,"באר שבע","באר שבע - צפון"
12-May-2021 02:49:00,"בטחה","בטחה"
12-May-2021 02:49:00,"מסלול","מסלול"
12-May-2021 02:49:00,"מולדה, אל-סייד והפזורה","מולדה, אל-סייד והפזורה"
12-May-2021 00:42:00,"זיקים","זיקים"
12-May-2021 00:42:00,"אשקלון","אזור תעשייה הדרומי אשקלון"
12-May-2021 00:42:00,"נתיב העשרה","נתיב העשרה"
12-May-2021 00:42:00,"כרמייה","כרמיה"
12-May-2021 00:42:00,"אשקלון","אשקלון"
12-May-2021 00:42:00,"אשקלון","אזור תעשייה צפוני אשקלון"
12-May-2021 00:13:00,"שפיר","שפיר"
12-May-2021 00:13:00,"יד נתן","יד נתן"
12-May-2021 00:13:00,"קוממיות","קוממיות"
12-May-2021 00:13:00,"זרחיה","זרחיה"
12-May-2021 00:13:00,"אביגדור","אביגדור"
12-May-2021 00:12:00,"באר טוביה","באר טוביה"
12-May-2021 00:12:00,"עין צורים","עין צורים"
12-May-2021 00:12:00,"מרכז שפירא","מרכז שפירא"
12-May-2021 00:12:00,"משואות יצחק","משואות יצחק"
12-May-2021 00:12:00,"כפר ורבורג","כפר ורבורג"
12-May-2021 00:12:00,"שפיר","שפיר"
11-May-2021 23:32:00,"בית שקמה","בת הדר"
11-May-2021 23:32:00,"בית שקמה","בית שקמה"
11-May-2021 23:32:00,"משען","משען"
11-May-2021 23:32:00,"מבקיעים","מבקיעים"
11-May-2021 23:32:00,"יד מרדכי","יד מרדכי"
11-May-2021 23:32:00,"אשקלון","אשקלון"
11-May-2021 23:32:00,"כרמייה","כרמיה"
11-May-2021 23:32:00,"אשקלון","אזור תעשייה הדרומי אשקלון"
11-May-2021 23:32:00,"זיקים","זיקים"
11-May-2021 23:32:00,"נתיב העשרה","נתיב העשרה"
11-May-2021 23:27:00,"אשקלון","אשקלון"
11-May-2021 23:27:00,"אשקלון","אזור תעשייה הדרומי אשקלון"
11-May-2021 23:17:00,"שדרות","שדרות, איבים"
11-May-2021 23:11:00,"שדרות","שדרות, איבים"
11-May-2021 23:10:00,"עלומים","עלומים"
11-May-2021 23:10:00,"נחל עוז","נחל עוז"
11-May-2021 22:27:00,"כיסופים","כיסופים"
11-May-2021 22:27:00,"עין השלושה","עין השלושה"
11-May-2021 22:00:00,"אשקלון","אשקלון"
11-May-2021 22:00:00,"זיקים","זיקים"
11-May-2021 22:00:00,"אשקלון","אזור תעשייה הדרומי אשקלון"
11-May-2021 21:41:00,"חולית","חולית"
11-May-2021 21:41:00,"סופה","סופה"
11-May-2021 21:40:00,"צוחר ואוהד","צוחר ואוהד"
11-May-2021 21:39:00,"מבטחים","מבטחים עמיעוז ישע"
11-May-2021 21:34:00,"תלמי אליהו","תלמי אליהו"
11-May-2021 21:34:00,"צוחר ואוהד","צוחר ואוהד"
11-May-2021 21:34:00,"גבולות","גבולות"
11-May-2021 21:34:00,"שדה ניצן","שדה ניצן"
11-May-2021 21:34:00,"מבטחים","מבטחים עמיעוז ישע"
11-May-2021 21:32:00,"אשדוד","אזור תעשייה עד הלום"
11-May-2021 21:32:00,"אשדוד","אשדוד - יא,יב,טו,יז,מרינה"
11-May-2021 21:32:00,"בית עזרא","בית עזרא"
11-May-2021 21:32:00,"ניצן","ניצן"
11-May-2021 21:32:00,"אשדוד","אשדוד - ח,ט,י,יג,יד,טז"
11-May-2021 21:32:00,"אשדוד","אשדוד - אזור תעשייה צפוני ונ"
11-May-2021 21:21:00,"נצר סרני","נצר סרני"
11-May-2021 21:21:00,"ישרש","ישרש"
11-May-2021 21:21:00,"רמלה","רמלה"
11-May-2021 21:21:00,"ראשון לציון","תעשיון צריפין"
11-May-2021 21:21:00,"באר יעקב","באר יעקב"
11-May-2021 21:21:00,"יגל","יגל"
11-May-2021 21:21:00,"ניר צבי","ניר צבי"
11-May-2021 21:21:00,"זיתן","זיתן"
11-May-2021 21:21:00,"לוד","לוד"
11-May-2021 21:21:00,"אחיעזר","אחיעזר"
11-May-2021 21:21:00,"ברקת","ברקת"
11-May-2021 21:21:00,"גבעת כ''ח","גבעת כ''ח"
11-May-2021 21:21:00,"אלעד","אלעד"
11-May-2021 21:21:00,"טירת יהודה","טירת יהודה"
11-May-2021 21:21:00,"בני עטרות","בני עטרות"
11-May-2021 21:21:00,"כפר טרומן","כפר טרומן"
11-May-2021 21:21:00,"בית עריף","בית עריף"
11-May-2021 21:15:00,"יגל","יגל"
11-May-2021 21:15:00,"רמת גן","רמת גן - מערב"
11-May-2021 21:15:00,"רמת גן","רמת גן - מזרח"
11-May-2021 21:15:00,"זיתן","זיתן"
11-May-2021 21:15:00,"תל אביב","תל אביב - עבר הירקון"
11-May-2021 21:15:00,"גבעת שמואל","גבעת שמואל"
11-May-2021 21:15:00,"אחיעזר","אחיעזר"
11-May-2021 21:15:00,"פתח תקווה","פתח תקווה"
11-May-2021 21:15:00,"בני ברק","בני ברק"
11-May-2021 21:15:00,"גינתון","גינתון"
11-May-2021 21:15:00,"קריית אונו","קריית אונו"
11-May-2021 21:15:00,"גבעתיים","גבעתיים"
11-May-2021 21:15:00,"בן שמן","בן שמן"
11-May-2021 21:15:00,"גני תקווה","גני תקווה"
11-May-2021 21:15:00,"אחיסמך","אחיסמך"
11-May-2021 21:15:00,"ראשון לציון","תעשיון צריפין"
11-May-2021 21:15:00,"ניר צבי","ניר צבי"
11-May-2021 21:15:00,"רמלה","אזור תעשייה נשר - רמלה"
11-May-2021 21:15:00,"רמלה","רמלה"
11-May-2021 21:15:00,"מצליח","מצליח"
11-May-2021 21:15:00,"לוד","לוד"
11-May-2021 21:15:00,"באר יעקב","באר יעקב"
11-May-2021 21:15:00,"ישרש","ישרש"
11-May-2021 21:15:00,"בית חנן","בית חנן"
11-May-2021 21:15:00,"פלמחים","פלמחים"
11-May-2021 21:15:00,"נטעים","נטעים"
11-May-2021 21:15:00,"ראשון לציון","ראשון לציון - מזרח"
11-May-2021 21:15:00,"כפר סבא","כפר סבא"
11-May-2021 21:15:00,"רעננה","רעננה"
11-May-2021 21:15:00,"גני עם","גני עם"
11-May-2021 21:15:00,"הרצלייה","הרצליה - מרכז וגליל ים"
11-May-2021 21:14:00,"כפר טרומן","כפר טרומן"
11-May-2021 21:14:00,"רמת השרון","רמת השרון"
11-May-2021 21:14:00,"ברקת","ברקת"
11-May-2021 21:14:00,"הוד השרון","הוד השרון"
11-May-2021 21:14:00,"גבעת חן","גבעת חן"
11-May-2021 21:14:00,"שוהם","שהם"
11-May-2021 21:14:00,"ירקונה","ירקונה"
11-May-2021 21:14:00,"טירת יהודה","טירת יהודה"
11-May-2021 21:14:00,"בית עריף","בית עריף"
11-May-2021 21:14:00,"כפר מל''ל","כפר מל''ל"
11-May-2021 21:14:00,"רמות השבים","רמות השבים"
11-May-2021 21:14:00,"נטעים","גן שורק"
11-May-2021 21:14:00,"חולון","חולון"
11-May-2021 21:14:00,"פלמחים","פארק תעשיות פלמחים"
11-May-2021 21:14:00,"ראשון לציון","ראשון לציון - מערב"
11-May-2021 21:12:00,"אשדוד","אזור תעשייה עד הלום"
11-May-2021 21:12:00,"אשדוד","אשדוד - יא,יב,טו,יז,מרינה"
11-May-2021 21:12:00,"אשדוד","אשדוד - ח,ט,י,יג,יד,טז"
11-May-2021 21:12:00,"ניצן","ניצן"
11-May-2021 21:12:00,"בית עזרא","בית עזרא"
11-May-2021 21:11:00,"אשדוד","אשדוד - ג,ו,ז"
11-May-2021 21:11:00,"אשדוד","אשדוד - אזור תעשייה צפוני ונ"
11-May-2021 21:11:00,"אשדוד","אשדוד - א,ב,ד,ה"
11-May-2021 21:09:00,"רמת גן","רמת גן - מערב"
11-May-2021 21:08:00,"הרצלייה","הרצליה - פיתוח"
11-May-2021 21:08:00,"תל אביב","תל אביב - דרום העיר ויפו"
11-May-2021 21:08:00,"תל אביב","תל אביב - עבר הירקון"
11-May-2021 21:08:00,"הרצלייה","הרצליה - מרכז וגליל ים"
11-May-2021 21:08:00,"רמת השרון","רמת השרון"
11-May-2021 21:08:00,"מתחם פי גלילות","מתחם פי גלילות"
11-May-2021 21:08:00,"רשפון","רשפון"
11-May-2021 21:08:00,"רעננה","רעננה"
11-May-2021 21:08:00,"תל אביב","תל אביב - מרכז העיר"
11-May-2021 21:08:00,"בני ציון","בני ציון"
11-May-2021 21:08:00,"כפר שמריהו","כפר שמריהו"
11-May-2021 21:08:00,"אשדוד","אשדוד - אזור תעשייה צפוני ונ"
11-May-2021 21:08:00,"אשדוד","אשדוד - יא,יב,טו,יז,מרינה"
11-May-2021 21:08:00,"פלמחים","פלמחים"
11-May-2021 21:08:00,"ראשון לציון","ראשון לציון - מערב"
11-May-2021 21:08:00,"בת-ים","בת-ים"
11-May-2021 21:08:00,"אשדוד","אשדוד - א,ב,ד,ה"
11-May-2021 21:05:00,"נירים","נירים"
11-May-2021 21:04:00,"עין השלושה","עין השלושה"
11-May-2021 21:04:00,"כיסופים","כיסופים"
11-May-2021 21:04:00,"שדרות","שדרות, איבים"
11-May-2021 21:02:00,"הוד השרון","הוד השרון"
11-May-2021 21:02:00,"חמד","חמד"
11-May-2021 21:02:00,"אור יהודה","אור יהודה"
11-May-2021 21:02:00,"גנות","גנות"
11-May-2021 21:02:00,"משמר השבעה","משמר השבעה"
11-May-2021 21:01:00,"ראשון לציון","ראשון לציון - מערב"
11-May-2021 21:01:00,"כפר שמריהו","כפר שמריהו"
11-May-2021 21:01:00,"רמת השרון","רמת השרון"
11-May-2021 21:01:00,"רעננה","רעננה"
11-May-2021 21:01:00,"מתחם פי גלילות","מתחם פי גלילות"
11-May-2021 21:01:00,"הרצלייה","הרצליה - מרכז וגליל ים"
11-May-2021 21:01:00,"הרצלייה","הרצליה - פיתוח"
11-May-2021 21:01:00,"גני תקווה","גני תקווה"
11-May-2021 21:01:00,"פתח תקווה","פתח תקווה"
11-May-2021 21:01:00,"קריית אונו","קריית אונו"
11-May-2021 21:01:00,"רמת גן","רמת גן - מזרח"
11-May-2021 21:01:00,"גבעת שמואל","גבעת שמואל"
11-May-2021 21:01:00,"אזור","אזור"
11-May-2021 21:01:00,"רמת גן","רמת גן - מערב"
11-May-2021 21:01:00,"תל אביב","תל אביב - דרום העיר ויפו"
11-May-2021 21:01:00,"בת-ים","בת-ים"
11-May-2021 21:01:00,"תל אביב","תל אביב - מזרח"
11-May-2021 21:01:00,"בני ברק","בני ברק"
11-May-2021 21:01:00,"גבעתיים","גבעתיים"
11-May-2021 21:01:00,"חולון","חולון"
11-May-2021 21:01:00,"תל אביב","תל אביב - מרכז העיר"
11-May-2021 21:01:00,"תל אביב","תל אביב - עבר הירקון"
11-May-2021 21:01:00,"מקווה ישראל","מקווה ישראל"
11-May-2021 21:00:00,"מועצה אזורית דרום השרון","מועצה אזורית דרום השרון"
11-May-2021 21:00:00,"גבעתיים","גבעתיים"
11-May-2021 21:00:00,"רשפון","רשפון"
11-May-2021 21:00:00,"מתחם פי גלילות","מתחם פי גלילות"
11-May-2021 21:00:00,"הוד השרון","הוד השרון"
11-May-2021 21:00:00,"רעננה","רעננה"
11-May-2021 21:00:00,"רמת גן","רמת גן - מזרח"
11-May-2021 21:00:00,"ירקונה","ירקונה"
11-May-2021 21:00:00,"תל אביב","תל אביב - מזרח"
11-May-2021 21:00:00,"גבעת חן","גבעת חן"
11-May-2021 21:00:00,"גבעת השלושה","גבעת השלושה"
11-May-2021 21:00:00,"רמת גן","רמת גן - מערב"
11-May-2021 21:00:00,"רמת השרון","רמת השרון"
11-May-2021 21:00:00,"פתח תקווה","פתח תקווה"
11-May-2021 21:00:00,"הרצלייה","הרצליה - מרכז וגליל ים"
11-May-2021 21:00:00,"בני ברק","בני ברק"
11-May-2021 21:00:00,"הרצלייה","הרצליה - פיתוח"
11-May-2021 21:00:00,"גני עם","גני עם"
11-May-2021 21:00:00,"גת רימון","גת רימון"
11-May-2021 21:00:00,"גני תקווה","גני תקווה"
11-May-2021 21:00:00,"עדנים","עדנים"
11-May-2021 21:00:00,"גבעת שמואל","גבעת שמואל"
11-May-2021 21:00:00,"כפר שמריהו","כפר שמריהו"
11-May-2021 21:00:00,"קריית אונו","קריית אונו"
11-May-2021 21:00:00,"רמות השבים","רמות השבים"
11-May-2021 21:00:00,"כפר מל''ל","כפר מל''ל"
11-May-2021 21:00:00,"תל אביב","תל אביב - מרכז העיר"
11-May-2021 21:00:00,"נווה ירק","נווה ירק"
11-May-2021 21:00:00,"תל אביב","תל אביב - עבר הירקון"
11-May-2021 21:00:00,"חמד","חמד"
11-May-2021 21:00:00,"יהוד-מונוסון","יהוד-מונוסון"
11-May-2021 21:00:00,"סביון","סביון"
11-May-2021 21:00:00,"אור יהודה","אור יהודה"
11-May-2021 21:00:00,"ראשון לציון","ראשון לציון - מזרח"
11-May-2021 20:59:00,"עינת","עינת"
11-May-2021 20:59:00,"מבקיעים","מבקיעים"
11-May-2021 20:59:00,"כרמייה","כרמיה"
11-May-2021 20:59:00,"אשקלון","אזור תעשייה צפוני אשקלון"
11-May-2021 20:59:00,"באר גנים","באר גנים"
11-May-2021 20:59:00,"ניצנים","ניצנים"
11-May-2021 20:59:00,"אשקלון","אשקלון"
11-May-2021 20:59:00,"בית דגן","בית דגן"
11-May-2021 20:59:00,"אשדוד","אשדוד - ג,ו,ז"
11-May-2021 20:59:00,"יגל","יגל"
11-May-2021 20:59:00,"אחיעזר","אחיעזר"
11-May-2021 20:59:00,"גבעת כ''ח","גבעת כ''ח"
11-May-2021 20:59:00,"משמר השבעה","משמר השבעה"
11-May-2021 20:59:00,"צפריה","צפריה"
11-May-2021 20:59:00,"כפר חב''ד","כפר חב''ד"
11-May-2021 20:59:00,"ניצן","ניצן"
11-May-2021 20:59:00,"אשקלון","אזור תעשייה הדרומי אשקלון"
11-May-2021 20:59:00,"זיקים","זיקים"
11-May-2021 20:59:00,"גנות","גנות"
11-May-2021 20:59:00,"ראשון לציון","ראשון לציון - מערב"
11-May-2021 20:58:00,"תל אביב","תל אביב - מרכז העיר"
11-May-2021 20:58:00,"גבעתיים","גבעתיים"
11-May-2021 20:58:00,"בני ברק","בני ברק"
11-May-2021 20:58:00,"גבעת שמואל","גבעת שמואל"
11-May-2021 20:58:00,"רמת השרון","רמת השרון"
11-May-2021 20:58:00,"תל אביב","תל אביב - עבר הירקון"
11-May-2021 20:58:00,"רמת גן","רמת גן - מערב"
11-May-2021 20:58:00,"תל אביב","תל אביב - מזרח"
11-May-2021 20:58:00,"פתח תקווה","פתח תקווה"
11-May-2021 20:58:00,"אור יהודה","אור יהודה"
11-May-2021 20:58:00,"בת-ים","בת-ים"
11-May-2021 20:58:00,"אשדוד","אשדוד - ח,ט,י,יג,יד,טז"
11-May-2021 20:58:00,"חולון","חולון"
11-May-2021 20:58:00,"בארות יצחק","בארות יצחק"
11-May-2021 20:58:00,"קריית אונו","מעש"
11-May-2021 20:58:00,"סביון","סביון"
11-May-2021 20:58:00,"אשדוד","אשדוד - א,ב,ד,ה"
11-May-2021 20:58:00,"בית עזרא","בית עזרא"
11-May-2021 20:58:00,"קריית מלאכי","קריית מלאכי"
11-May-2021 20:58:00,"בני עטרות","בני עטרות"
11-May-2021 20:58:00,"שדה עוזיהו","שדה עוזיהו"
11-May-2021 20:58:00,"רינתיה","רינתיה"
11-May-2021 20:58:00,"עין צורים","עין צורים"
11-May-2021 20:58:00,"מגשימים","מגשימים"
11-May-2021 20:58:00,"נחלים","נחלים"
11-May-2021 20:58:00,"גת רימון","גת רימון"
11-May-2021 20:58:00,"אשדוד","אשדוד - יא,יב,טו,יז,מרינה"
11-May-2021 20:58:00,"כפר ורבורג","כפר ורבורג"
11-May-2021 20:58:00,"עזר","עזר"
11-May-2021 20:58:00,"משואות יצחק","משואות יצחק"
11-May-2021 20:58:00,"עזריקם","עזריקם"
11-May-2021 20:58:00,"גבעתי","גבעתי"
11-May-2021 20:58:00,"שתולים","שתולים"
11-May-2021 20:58:00,"יהוד-מונוסון","יהוד-מונוסון"
11-May-2021 20:58:00,"באר טוביה","באר טוביה"
11-May-2021 20:58:00,"מקווה ישראל","מקווה ישראל"
11-May-2021 20:58:00,"אמונים","אמונים"
11-May-2021 20:58:00,"כפר סירקין","כפר סירקין"
11-May-2021 20:58:00,"נופך","נופך"
11-May-2021 20:58:00,"תל אביב","תל אביב - דרום העיר ויפו"
11-May-2021 20:58:00,"אביגדור","אביגדור"
11-May-2021 20:58:00,"מרכז שפירא","מרכז שפירא"
11-May-2021 20:58:00,"אזור","אזור"
11-May-2021 20:58:00,"שפיר","שפיר"
11-May-2021 20:58:00,"מזור","מזור"
11-May-2021 20:58:00,"אשדוד","אזור תעשייה עד הלום"
11-May-2021 20:57:00,"אשדוד","אשדוד - יא,יב,טו,יז,מרינה"
11-May-2021 20:57:00,"ניצן","ניצן"
11-May-2021 20:57:00,"גבעתי","גבעתי"
11-May-2021 20:57:00,"בית עזרא","בית עזרא"
11-May-2021 20:57:00,"ניצנים","ניצנים"
11-May-2021 20:57:00,"עזריקם","עזריקם"
11-May-2021 20:57:00,"אמונים","אמונים"
11-May-2021 20:57:00,"עזר","עזר"
11-May-2021 20:57:00,"שדה עוזיהו","שדה עוזיהו"
11-May-2021 20:57:00,"אשדוד","אזור תעשייה עד הלום"
11-May-2021 20:57:00,"שתולים","שתולים"
11-May-2021 20:57:00,"גן יבנה","גן יבנה"
11-May-2021 20:56:00,"באר גנים","באר גנים"
11-May-2021 20:56:00,"ניצנים","ניצנים"
11-May-2021 20:56:00,"אשדוד","אשדוד - א,ב,ד,ה"
11-May-2021 20:56:00,"אשדוד","אשדוד - יא,יב,טו,יז,מרינה"
11-May-2021 20:56:00,"אשדוד","אשדוד - ח,ט,י,יג,יד,טז"
11-May-2021 20:56:00,"אשדוד","אשדוד - אזור תעשייה צפוני ונ"
11-May-2021 20:56:00,"אשדוד","אשדוד - ג,ו,ז"
11-May-2021 20:56:00,"ניצן","ניצן"
11-May-2021 20:56:00,"עזר","עזר"
11-May-2021 20:56:00,"שדה עוזיהו","שדה עוזיהו"
11-May-2021 20:56:00,"גבעתי","גבעתי"
11-May-2021 20:56:00,"עזריקם","עזריקם"
11-May-2021 20:56:00,"אמונים","אמונים"
11-May-2021 20:56:00,"בית עזרא","בית עזרא"
11-May-2021 20:53:00,"פלמחים","פארק תעשיות פלמחים"
11-May-2021 20:53:00,"בית עובד","אירוס"
11-May-2021 20:53:00,"נטעים","גן שורק"
11-May-2021 20:53:00,"נטעים","נטעים"
11-May-2021 20:53:00,"נס ציונה","נס ציונה"
11-May-2021 20:53:00,"ראשון לציון","תעשיון צריפין"
11-May-2021 20:53:00,"אחיעזר","אחיעזר"
11-May-2021 20:53:00,"כפר חב''ד","כפר חב''ד"
11-May-2021 20:53:00,"ראשון לציון","ראשון לציון - מזרח"
11-May-2021 20:53:00,"גיבתון","גיבתון"
11-May-2021 20:53:00,"גן שלמה","גן שלמה"
11-May-2021 20:53:00,"כפר הנגיד","כפר הנגיד"
11-May-2021 20:53:00,"בן זכאי","בן זכאי"
11-May-2021 20:53:00,"מעון צופיה","מעון צופיה"
11-May-2021 20:53:00,"יבנה","יבנה"
11-May-2021 20:53:00,"בית גמליאל","בית גמליאל"
11-May-2021 20:53:00,"אשדוד","אשדוד - אזור תעשייה צפוני ונ"
11-May-2021 20:52:00,"בת-ים","בת-ים"
11-May-2021 20:52:00,"בית דגן","בית דגן"
11-May-2021 20:52:00,"מקווה ישראל","מקווה ישראל"
